word,language,part_of_speech,category,meaning_en,meaning_ja,example
modapit,ceb,verb,verbs_transit,will approach / come closer,近づく,
moundang,ceb,verb,verbs_start_stop,will stop,やめる,
mosulay,ceb,verb,verbs_expression,will try,試す,
mahuman na,ceb,verb,verbs_start_stop,will be finished,終わる,
mabuhat,ceb,verb,verbs_exist_have,can be done,できる,
dili mabuhat,ceb,verb,verbs_exist_have,cannot be done,できない,
patawaron,ceb,verb,verbs_expression,to forgive,ゆるす,
ipasaylo,ceb,verb,verbs_expression,to apologize (formal),謝る,
hatagan,ceb,verb,verbs_hands,to give to (someone),上げる,
kuhaon nimo,ceb,verb,verbs_hands,you should take,取りなさい,
ipadala,ceb,verb,verbs_transit,to send,送る,
dawaton,ceb,verb,verbs_expression,to accept / receive,受け取る,
susihon,ceb,verb,verbs_written,to check / examine,調べる,
pangitaon,ceb,verb,verbs_hands,to look for / find,探す,
sulayan,ceb,verb,verbs_expression,to try out,試してみる,
tubaganan,ceb,verb,verbs_speaking,to answer (someone),答えてあげる,
tudloan,ceb,verb,education_school,to teach (someone),教える,
hinumdomi,ceb,verb,verbs_expression,remember! (imperative),覚えて,
kalimti,ceb,verb,verbs_expression,forget! (imperative),わすれて,
sigi lang,ceb,verb,verbs_expression,just continue / never mind,そのままで,
hunahuna-a,ceb,verb,verbs_expression,think about it,考えてみて,
sultihi ko,ceb,verb,verbs_speaking,tell me,教えてください,
badminton,ceb,noun,sports_local,badminton,バドミントン,
tennis,ceb,noun,sports_local,tennis,テニス,
chess,ceb,noun,sports_local,chess,チェス,
billiard,ceb,noun,sports_local,billiards,ビリヤード,
boxing,ceb,noun,sports_local,boxing,ボクシング,
wrestling,ceb,noun,sports_local,wrestling,レスリング,
martial arts,ceb,noun,sports_local,martial arts,格闘技,
arnis,ceb,noun,sports_local,arnis (Filipino martial art),アルニス,
sepak takraw,ceb,noun,sports_local,sepak takraw,セパタクロー,
swimming pool,ceb,noun,sports_local,swimming pool,プール,
gym,ceb,noun,sports_local,gym,ジム,
track and field,ceb,noun,sports_local,track and field,陸上,
marathon,ceb,noun,sports_local,marathon,マラソン,
mountain climbing,ceb,noun,sports_local,mountain climbing,山登り,
fishing,ceb,noun,sports_local,fishing (hobby),釣り,
camping,ceb,noun,sports_local,camping,キャンプ,
hiking,ceb,noun,sports_local,hiking,ハイキング,
dancing,ceb,noun,sports_local,dancing (recreation),ダンス,
karaoke,ceb,noun,music_arts,karaoke,カラオケ,
band,ceb,noun,music_arts,band (music),バンド,
orchestra,ceb,noun,music_arts,orchestra,オーケストラ,
piano,ceb,noun,music_arts,piano,ピアノ,
violin,ceb,noun,music_arts,violin,バイオリン,
drums,ceb,noun,music_arts,drums,ドラム,
flute,ceb,noun,music_arts,flute,フルート,
harana,ceb,noun,music_arts,serenade (Filipino tradition),ハラナ（セレナーデ）,
kundiman,ceb,noun,music_arts,Filipino love song,クンディマン,
OPM,ceb,noun,music_arts,Original Pilipino Music,オリジナルピリピノミュージック,
kulintang,ceb,noun,music_arts,kulintang (gong music),クリンタン,
rondalla,ceb,noun,music_arts,rondalla string ensemble,ロンダヤ,
komunidad,ceb,noun,places_community,community,コミュニティ,
kapitbahay,ceb,noun,places_community,neighborhood,近所,
lungsod,ceb,noun,places_community,town / city,町・都会,
barangay hall,ceb,noun,places_government,barangay hall,バランガイホール,
plaza,ceb,noun,places_community,town square / plaza,プラザ,
pampublikong lugar,ceb,noun,places_community,public place,公共の場所,
palasyo ng katarungan,ceb,noun,places_government,hall of justice,司法館,
gwardiya,ceb,noun,professions_1,guard,警備員,
bombero,ceb,noun,professions_1,fireman,消防士,
paramediko,ceb,noun,professions_1,paramedic,救急隊員,
trabahador,ceb,noun,professions_1,laborer,労働者,
volunteer,ceb,noun,professions_1,volunteer,ボランティア,
NGO worker,ceb,noun,professions_1,NGO worker,NGOスタッフ,
social worker,ceb,noun,professions_1,social worker,ソーシャルワーカー,
accountant,ceb,noun,professions_1,accountant,会計士,
programmer,ceb,noun,professions_1,programmer,プログラマー,
balsa,ceb,noun,sea_culture,raft,いかだ,
sagwan,ceb,noun,sea_culture,paddle / oar,櫂,
angkla,ceb,noun,sea_culture,anchor,錨,
layag,ceb,noun,sea_culture,sail,ほ,
palis,ceb,noun,sea_culture,outrigger (part of bangka),アウトリガー,
bugsay,ceb,noun,sea_culture,row / paddle (action),漕ぐ,
tubig ng dagat,ceb,noun,sea_culture,ocean water,海水,
dagat-dagatan,ceb,noun,sea_culture,small sea / lagoon,ラグーン,
pamamalakaya,ceb,noun,sea_culture,fishing activity,漁労・漁業,
panaghi,ceb,noun,sea_culture,fishing season,漁期季節,
timpla sa dagat,ceb,noun,sea_culture,tide / sea condition,潮・海上状況,
pagbiyahe sa dagat,ceb,noun,sea_culture,sea voyage,海上航海,
ang pagbasa ay kapangyarihan,ceb,noun,proverbs_idioms,reading is power,読むことは力だ,
ang tawo mao ang iyang mga buhat,ceb,noun,proverbs_idioms,a person is known by their deeds,人はその行いで知られる,
walay dautang tawong giladlad sa bug-os,ceb,noun,proverbs_idioms,no person is entirely bad,まったく悪い人はいない,
ang hait nga espada sa usa,ceb,noun,proverbs_idioms,sharp sword saying / careful with words,言葉は剣のようなもの,
pag-amping sa imong kaugalingon,ceb,noun,proverbs_idioms,take care of yourself,自分を大切に,
ang tinood nga gugma dili mawala,ceb,noun,proverbs_idioms,true love never fades,本当の愛は消えない,
way maayo kung dili pirmi maningkamot,ceb,noun,proverbs_idioms,nothing good comes without effort,努力なしに良いものなし,
mao kana ang kinabuhi,ceb,noun,proverbs_idioms,that is life / such is life,それが人生,
kaparis sa kinabuhi,ceb,noun,proverbs_idioms,like life itself,命のようだ,
ang dugo mas manipis pa sa tubig,ceb,noun,proverbs_idioms,blood is thicker than water,血は水よりも濃い,
organiko,ceb,adjective,agriculture_culture,organic,オーガニック,
ani-anion,ceb,noun,agriculture_culture,crops,作物,
prutas,ceb,noun,agriculture_culture,fruit (farm context),果物,
utan sa bukid,ceb,noun,agriculture_culture,mountain vegetables,山の野菜,
kahulogan sa pagkaon,ceb,noun,agriculture_culture,food value / nutrition,栄養,
natural nga pagkaon,ceb,noun,agriculture_culture,natural food,自然食品,
tinanum nga kahoy,ceb,noun,agriculture_culture,planted tree,植えた木,
pananom,ceb,noun,agriculture_culture,agricultural planting,農耕,
panguma,ceb,noun,agriculture_culture,farming activity,農業,
kaingin,ceb,noun,agriculture_culture,slash-and-burn farming,焼畑農業,
patubig,ceb,noun,agriculture_culture,water irrigation system,灌漑システム,
kusog sa panahon,ceb,noun,agriculture_culture,farming season strength,農期の制,
gamot,ceb,noun,plants_trees,root,根,
punoan,ceb,noun,plants_trees,trunk (of tree),幹,
sanga,ceb,noun,plants_trees,branch,枝,
dahon,ceb,noun,plants_trees,leaf,葉,
bulak,ceb,noun,plants_trees,flower,花,
bunga,ceb,noun,plants_trees,fruit (of plant),実,
baging,ceb,noun,plants_trees,vine / creeper,つる,
damo,ceb,noun,plants_trees,grass / weed,草,
sagbot,ceb,noun,plants_trees,weed,雑草,
lumot,ceb,noun,plants_trees,moss,苔,
alga,ceb,noun,plants_trees,algae,藻類,
seaweed,ceb,noun,plants_trees,seaweed,海藻,
mushroom,ceb,noun,plants_vegetables,mushroom,きのこ,
storm surge,ceb,noun,disaster_terms,storm surge,高潮,
mudslide,ceb,noun,disaster_terms,mudslide,泥流,
drought,ceb,noun,disaster_terms,drought,干ばつ,
volcanic eruption,ceb,noun,disaster_terms,volcanic eruption,火山噴火,
tsunami,ceb,noun,disaster_terms,tsunami,つなみ,
aftershock,ceb,noun,disaster_terms,aftershock,余震,
shelter,ceb,noun,disaster_terms,shelter / refuge,避難所,
relief goods,ceb,noun,disaster_terms,relief goods,援助物資,
evacuation center,ceb,noun,disaster_terms,evacuation center,ひなんセンター,
first aid,ceb,noun,disaster_terms,first aid,応急処置,
disaster preparedness,ceb,noun,disaster_terms,disaster preparedness,災害備策,
emergency kit,ceb,noun,disaster_terms,emergency kit,非常用具,
signal number,ceb,noun,disaster_terms,typhoon signal number,台風信号番号,
warning,ceb,noun,disaster_terms,warning,警告,
evacuation route,ceb,noun,disaster_terms,evacuation route,ひなんルート,
biodiversity,ceb,noun,environment_ecology,biodiversity,生物多様性,
ecosystem,ceb,noun,environment_ecology,ecosystem,生態系,
deforestation,ceb,noun,environment_ecology,deforestation,森林開発,
reforestation,ceb,noun,environment_ecology,reforestation,森林再生,
water pollution,ceb,noun,environment_ecology,water pollution,水質汚染,
air pollution,ceb,noun,environment_ecology,air pollution,大気汚染,
global warming,ceb,noun,environment_ecology,global warming,地球温暖化,
recycling,ceb,noun,environment_ecology,recycling,リサイクル,
renewable energy,ceb,noun,environment_ecology,renewable energy,再生可能エネルギー,
coral bleaching,ceb,noun,environment_ecology,coral bleaching,珊瑚の白化,
marine protected area,ceb,noun,environment_ecology,marine protected area,海洋保護区,
mangrove,ceb,noun,environment_ecology,mangrove forest,マングローブ,
watershed,ceb,noun,environment_ecology,watershed,流域面,
endangered species,ceb,noun,environment_ecology,endangered species,危惧種,
wildlife sanctuary,ceb,noun,environment_ecology,wildlife sanctuary,野生動物保護区,
Semana Santa,ceb,noun,religion_christian,Holy Week,聖週,
Biyernes Santo,ceb,noun,religion_christian,Good Friday,グッドフライデー,
Sabado de Gloria,ceb,noun,religion_christian,Holy Saturday,ホーリーサタデー,
Araw ng Pagkabuhay,ceb,noun,religion_christian,Resurrection Day,復活の日,
Advent,ceb,noun,religion_christian,Advent season,アドベント,
Kuwaresma,ceb,noun,religion_christian,Lent,四旬節,
Santo Nino,ceb,noun,religion_christian,Child Jesus (patron of Cebu),サントニーニョ,
rosaryo,ceb,noun,religion_christian,rosary,ロザリオ,
nobena,ceb,noun,religion_christian,novena prayer,ノベナの祈り,
vigilia,ceb,noun,religion_christian,prayer vigil,夜の祈り,
kumpisal,ceb,noun,religion_christian,confession,懺悔,
komunyon,ceb,noun,religion_christian,communion,聖餐,
binyag,ceb,noun,religion_christian,baptism,洗礼,
kumpil,ceb,noun,religion_christian,confirmation,堅振,
pagkasal,ceb,noun,religion_christian,wedding ceremony,結婚式,
handumanan,ceb,noun,religion_christian,commemoration / memorial,記念,
pangamuyo,ceb,noun,religion_traditional,ritual offering / prayer,儀式の祈り,
tambol,ceb,noun,religion_traditional,ritual drum,儀式の太鼓,
babaylan,ceb,noun,religion_traditional,shaman / ritual leader,シャーマン,
engkantada,ceb,noun,religion_traditional,enchantress / fairy,魔法使い・妖精,
Kadaugan sa Mactan,ceb,noun,festivals_events,Battle of Mactan victory celebration,マクタンの戦い勝利祝い,
Pista sa Patay,ceb,noun,festivals_events,All Saints Day / All Souls Day,お盆祭り・万霊節,
Valentines Day,ceb,noun,festivals_events,Valentine's Day,バレンタインデー,
Mothers Day,ceb,noun,festivals_events,Mother's Day,母の日,
Fathers Day,ceb,noun,festivals_events,Father's Day,父の日,
Independence Day,ceb,noun,festivals_events,Philippine Independence Day,フィリピン独立記念日,
New Year,ceb,noun,festivals_events,New Year,新年,
Chinese New Year,ceb,noun,festivals_events,Chinese New Year,中国の新年,
Halloween,ceb,noun,festivals_events,Halloween,ハロウィン,
graduation,ceb,noun,festivals_events,graduation ceremony,卒業式,
inauguration,ceb,noun,festivals_events,inauguration,就任式,
town fiesta,ceb,noun,festivals_events,town fiesta,市の祭り,
Dinagyang,ceb,noun,festivals_events,Dinagyang festival,ディナグヤン,
Ati-Atihan,ceb,noun,festivals_events,Ati-Atihan festival,アティアティハン,
Masskara,ceb,noun,festivals_events,Masskara festival,マスカラ,
usog,ceb,noun,superstitions,evil eye curse on babies,赤ちゃんへの呪い,
bati,ceb,noun,superstitions,sudden illness from spirit encounter,霊との遭遇,
napilay,ceb,noun,superstitions,bad omen / ill luck,不吉,
pasma,ceb,noun,superstitions,folk illness from cold/sweat contrast,フォークな病気,
bangungot,ceb,noun,superstitions,nightmare death syndrome,悪夢死,
tampo,ceb,noun,superstitions,silent sulk / withdrawal,黙り込む,
lihi,ceb,noun,superstitions,pregnancy craving belief,妊娠の信じ,
buang,ceb,adjective,superstitions,crazy / possessed,気違い・乗り移った,
nabuangan,ceb,adjective,superstitions,spirit-possessed,霊に乗り移られた,
mutya,ceb,noun,superstitions,lucky charm / amulet,守り札,
anting-anting,ceb,noun,superstitions,amulet / talisman,お守り,
bolo,ceb,noun,religion_traditional,machete / bolo knife,鉈,
gayuma,ceb,noun,superstitions,love potion,惚れ薬,
abo,ceb,noun,superstitions,ash (used in rituals),灰（儀式の）,
maalinton,ceb,adjective,adj_character_good,attentive / thoughtful,注意深い,
mainampoon,ceb,adjective,adj_character_good,diligent,真面目な,
mapagkumbaba,ceb,adjective,adj_character_good,humble (alt),謙虚（別）,
matinumanon,ceb,adjective,adj_character_good,obedient / disciplined,よく従う,
mabinatiyon,ceb,adjective,adj_character_good,sensitive / emotional,敏感な,
mahinungdanon,ceb,adjective,adj_character_good,significant / meaningful,重要,
mapangandam,ceb,adjective,adj_character_good,prepared / ready,準備ができた,
nindot,ceb,adjective,adj_beauty,beautiful / nice (Cebuano),きれい・素敵,
nindot kaayo,ceb,adjective,adj_beauty,very beautiful,とてもきれい,
gwapa kaayo,ceb,adjective,adj_beauty,very beautiful (female),大変きれい,
gwapo kaayo,ceb,adjective,adj_beauty,very handsome (male),たいへんハンサム,
cute,ceb,adjective,adj_beauty,cute,かわいい,
sexy,ceb,adjective,adj_beauty,sexy,セクシー,
batan-on,ceb,adjective,adj_age,young,若い,
hamtong,ceb,adjective,adj_age,mature / adult,大人・成熟した,
tiguwang,ceb,adjective,adj_age,old (person),年寄り,
bag-ong kasal,ceb,adjective,adj_age,newly wed,新婚,
maabtikon,ceb,adjective,adj_intelligence,curious,好奇心旺盛な,
malikhaon,ceb,adjective,adj_intelligence,creative,創造力ある,
kritikal,ceb,adjective,adj_intelligence,critical (thinking),批判的な,
estratehiko,ceb,adjective,adj_intelligence,strategic,戦略的な,
kompetente,ceb,adjective,adj_intelligence,competent,コンピテント・有能な,
epektibo,ceb,adjective,adj_intelligence,effective,効果的な,
episyente,ceb,adjective,adj_intelligence,efficient,効率的な,
produktibo,ceb,adjective,adj_intelligence,productive,生産的な,
motibasyon,ceb,noun,mental_states,motivation,動機・やる気,
inspirasyon,ceb,noun,mental_states,inspiration,インスピレーション,
pasensya,ceb,noun,mental_states,patience,我慢・忍耐,
determinasyon,ceb,noun,mental_states,determination,決意心,
siyansa,ceb,noun,mental_states,consciousness / awareness,意識,
pagkaon sa kalag,ceb,noun,mental_states,spiritual nourishment,魂の糧,
atensyon,ceb,noun,mental_states,attention,注意,
konsentrasyon,ceb,noun,mental_states,concentration,集中,
pagbati,ceb,noun,mental_states,feeling / sensation,感覚,
impresyon,ceb,noun,mental_states,impression,印象,
kahapon sa buntag,ceb,noun,time_relative,yesterday morning,昨日の朝,
ugma sa hapon,ceb,noun,time_relative,tomorrow afternoon,明日の午後,
karong gabhiona,ceb,noun,time_of_day,tonight,今夜,
sa umaabot,ceb,noun,time_relative,in the future,将来に,
sa kagahapon,ceb,noun,time_relative,in the past,過去に,
bag-o lang,ceb,adverb,time_relative,just recently,たった今,
sa laing panahon,ceb,noun,time_relative,at another time,別の時間に,
matag tuig,ceb,adverb,time_frequency,every year,毎年,
duha ka beses,ceb,adverb,time_frequency,twice,二度,
tulo ka beses,ceb,adverb,time_frequency,three times,三度,
usahay lang,ceb,adverb,time_frequency,only sometimes,時々しか,
halos dili na,ceb,adverb,time_frequency,almost never,ほとんどない,
bag-o na,ceb,adverb,adverbs_time,already new / renewed,既に新しい,
lahi na,ceb,adverb,adverbs_time,already different / changed,もう違う,
pangisda,ceb,verb,verbs_fishing,to fish / go fishing,魚釣りをする,
bitik,ceb,noun,tools_fishing,fish trap,魚罠,
pukot,ceb,noun,tools_fishing,fishing net,網,
taga-isda,ceb,noun,tools_fishing,fish hook,釣り針,
lambiog,ceb,noun,tools_fishing,fishing line,釣り糸,
pangisdaon,ceb,noun,sea_culture,fishing ground,漁場,
maghinam,ceb,verb,verbs_fishing,to cast a net,網を投げる,
mosaylo,ceb,verb,verbs_fishing,to wade to fish,魚を捕りに入る,
babag,ceb,noun,tools_fishing,fish weir barrier,とぎせき,
pag-usab,ceb,verb,verbs_change,to change / transform,変える・変化する,
nahimong,ceb,verb,verbs_become,to become,〜になる,
molupad,ceb,verb,verbs_transit,to fly,飛ぶ,
eroplano,ceb,noun,transport_air,airplane,飛行機,
helicopter,ceb,noun,transport_air,helicopter,ヘリコプター,
airport,ceb,noun,transport_air,airport,空港,
papunta,ceb,preposition,position_direction,going to / toward,〜へむかって,
gikan sa,ceb,preposition,position_direction,coming from,〜からきた,
tungod sa,ceb,preposition,position_direction,because of,〜のために,
uban sa,ceb,preposition,position_direction,together with,〜といっしょに,
alang sa,ceb,preposition,position_direction,for the sake of,〜のために,
labaw sa,ceb,preposition,position_direction,above / more than,〜より上に,
ubos sa,ceb,preposition,position_direction,below / under,〜の下に,
taliwala sa,ceb,preposition,position_direction,between / among,〜のあいだ,
duol sa,ceb,preposition,position_direction,near,〜の近く,
layo sa,ceb,preposition,position_direction,far from,〜から遠い,
atubangan sa,ceb,preposition,position_direction,in front of,〜の前に,
likod sa,ceb,preposition,position_direction,behind / at the back,〜のうしろ,
sulod sa,ceb,preposition,position_direction,inside,〜のなか,
gawas sa,ceb,preposition,position_direction,outside,〜のそと,
ibabaw sa,ceb,preposition,position_direction,on top of,〜の上に,
halagi,ceb,noun,household_storage,shelf / rack,たな,
karton,ceb,noun,household_storage,box / cardboard box,ダンボール,
basket,ceb,noun,household_storage,basket,篭,
pitaka,ceb,noun,clothing_accessories,wallet / purse,財布,
bag,ceb,noun,clothing_accessories,bag,バッグ,
sinturon,ceb,noun,clothing_accessories,belt,ベルト,
sombrero,ceb,noun,clothing_accessories,hat / cap,帽子,
salamin,ceb,noun,clothing_accessories,eyeglasses,眼鏡,
relo,ceb,noun,clothing_accessories,watch,腕時計,
kuwintas,ceb,noun,clothing_accessories,necklace,ネックレス,
hikaw,ceb,noun,clothing_accessories,earring,イヤリング,
singsing,ceb,noun,clothing_accessories,ring,指輪,
pulseras,ceb,noun,clothing_accessories,bracelet,ブレスレット,
panimuyo,ceb,noun,clothing_traditional,traditional Visayan blouse,ビサヤの伝統ブラウス,
barong tagalog,ceb,noun,clothing_traditional,formal Filipino shirt,フィリピン礼装シャツ,
terno,ceb,noun,clothing_traditional,traditional Filipino formal dress,フィリピン伝統ドレス,
patadyong,ceb,noun,clothing_traditional,traditional woven wraparound skirt,伝統的な巻きスカート,
maong,ceb,noun,clothing_everyday,jeans / denim,ジーンズ,
polo,ceb,noun,clothing_everyday,polo shirt,ポロシャツ,
t-shirt,ceb,noun,clothing_everyday,t-shirt,Tシャツ,
bestida,ceb,noun,clothing_everyday,dress,ドレス・ワンピース,
shorts,ceb,noun,clothing_everyday,shorts,ショーツ,
tsinelas,ceb,noun,clothing_everyday,slippers / flip-flops,スリッパ,
sapatos,ceb,noun,clothing_everyday,shoes,靴,
medyas,ceb,noun,clothing_everyday,socks,靴下,
payong,ceb,noun,clothing_accessories,umbrella,傘,
fan,ceb,noun,household_furniture,electric fan,扇風機,
aircon,ceb,noun,household_furniture,air conditioner,エアコン,
kurtina,ceb,noun,household_furniture,curtain,カーテン,
ulunan,ceb,noun,household_furniture,pillow,枕,
kumot,ceb,noun,household_furniture,blanket,毛布,
banig,ceb,noun,household_furniture,woven mat,ゴザ・むしろ,
estante,ceb,noun,household_furniture,bookshelf,本棚,
tasa,ceb,noun,household_kitchen,cup,カップ・茶碗,
pinggan,ceb,noun,household_kitchen,plate / dish,皿,
kubyertos,ceb,noun,household_kitchen,utensils / cutlery,食器,
tinggahan,ceb,noun,household_kitchen,storage jar / container,壺・入れ物,
linya,ceb,noun,household_cleaning,clothesline,洗濯紐,
labahan,ceb,noun,household_cleaning,laundry / washing,洗濯物,
brush,ceb,noun,household_cleaning,brush,ブラシ,
espongha,ceb,noun,household_cleaning,sponge,スポンジ,
plantsa,ceb,noun,household_cleaning,iron for clothes,アイロン,
tanom,ceb,verb,verbs_farming,to plant,植える,
ani,ceb,verb,verbs_farming,to harvest,刈る・収穫する,
araro,ceb,noun,tools_farming,plow,すき・プラウ,
gilingan,ceb,noun,tools_farming,mill / grinder,うすびき・グラインダー,
pala,ceb,noun,tools_farming,shovel / spade,シャベル,
kariton,ceb,noun,tools_farming,cart / wheelbarrow,てぐるま,
pilapil,ceb,noun,agriculture_culture,rice paddy dike,畦,
dagom,ceb,noun,tools_crafts,needle,針,
sinulid,ceb,noun,tools_crafts,thread / yarn,糸,
tela,ceb,noun,tools_crafts,cloth / fabric,切れ・布,
gunting,ceb,noun,tools_crafts,scissors,ハサミ,
martilyo,ceb,noun,tools_construction,hammer,ハンマー,
pako,ceb,noun,tools_construction,nail,釘,
tornilyo,ceb,noun,tools_construction,screw,ねじ,
pisi,ceb,noun,tools_construction,rope,なわ,
pandan,ceb,noun,plants_trees,pandan plant,パンダンの木,
niyog,ceb,noun,plants_trees,coconut tree,ヤシの木,
kawayan,ceb,noun,plants_trees,bamboo,竹,
balete,ceb,noun,plants_trees,balete tree,バレテ,
atis,ceb,noun,plants_fruits,sugar apple,シュガーアップル,
guyabano,ceb,noun,plants_fruits,soursop,グアバノ・サワーソップ,
durian,ceb,noun,plants_fruits,durian,ドリアン,
rambutan,ceb,noun,plants_fruits,rambutan,ランブータン,
langka,ceb,noun,plants_fruits,jackfruit,ジャックフルーツ,
lanzones,ceb,noun,plants_fruits,lanzones,ランゾネス,
santol,ceb,noun,plants_fruits,santol,サントル,
dalanon,ceb,noun,plants_fruits,orange,オレンジ,
kalamansi,ceb,noun,plants_fruits,calamansi lime,カラマンシー,
patola,ceb,noun,plants_vegetables,sponge gourd / luffa,ヘチマ,
sitaw,ceb,noun,plants_vegetables,string beans,長いんげん,
monggo,ceb,noun,plants_vegetables,mung beans,もやし・緑豆,
ampalaya,ceb,noun,plants_vegetables,bitter melon,ゴーヤ,
kalabasa,ceb,noun,plants_vegetables,squash / pumpkin,カボチャ,
talong,ceb,noun,plants_vegetables,eggplant,ナス,
labanos,ceb,noun,plants_vegetables,radish,大根,
petchay,ceb,noun,plants_vegetables,bok choy,パクチョイ,
kangkong,ceb,noun,plants_vegetables,water spinach,クウシンサイ,
okra,ceb,noun,plants_vegetables,okra,オクラ,
gata,ceb,noun,food_ingredients,coconut milk,ヤシミルク,
toyo,ceb,noun,food_ingredients,soy sauce,醤油,
patis,ceb,noun,food_ingredients,fish sauce,ナンプラー,
bagoong,ceb,noun,food_fermented,shrimp paste / fermented shrimp,海老味噌・塩辛,
buro,ceb,noun,food_fermented,fermented rice and fish,発酵ご飯と魚,
binuro nga isda,ceb,noun,food_fermented,fermented fish,発酵魚,
tupig,ceb,noun,food_desserts,grilled glutinous rice cake,もち米の焼き菓子,
bibingka,ceb,noun,food_desserts,rice cake,ライスケーキ,
puto,ceb,noun,food_desserts,steamed rice cake,蒸した餅菓子,
kutsinta,ceb,noun,food_desserts,brown rice cake,茶色いもち菓子,
palitaw,ceb,noun,food_desserts,flat rice cake in coconut,ヤシにまぶした餅菓子,
biko,ceb,noun,food_desserts,glutinous rice cake with coconut,ヤシの餅菓子,
fishball,ceb,noun,food_street_food,fish ball skewer,フィッシュボール,
kwek-kwek,ceb,noun,food_street_food,deep-fried quail eggs,うずら卵の揚げ物,
isaw,ceb,noun,food_street_food,grilled intestines skewer,内臓の焼き鳥,
turon,ceb,noun,food_street_food,banana spring roll,バナナのルンピア,
dinuguan,ceb,noun,food_meat_dishes,pork blood stew,豚の血のシチュー,
caldereta,ceb,noun,food_meat_dishes,meat stew with liver sauce,レバーソースの肉シチュー,
mechado,ceb,noun,food_meat_dishes,beef stew with tomato,トマトの牛肉煮込み,
bistek,ceb,noun,food_meat_dishes,beef steak Filipino style,フィリピン風ビーフステーキ,
menudo,ceb,noun,food_meat_dishes,pork and liver tomato stew,ぶた・レバーのトマト煮,
bulalo,ceb,noun,food_soups_stews,beef marrow soup,牛髄のスープ,
kare-kare,ceb,noun,food_soups_stews,oxtail peanut stew,ピーナッツソースの牛テールシチュー,
munggo soup,ceb,noun,food_soups_stews,mung bean soup,もやしのスープ,
sopas,ceb,noun,food_soups_stews,chicken macaroni soup,チキンマカロニスープ,
utan bisaya,ceb,noun,food_veg_dishes,Visayan mixed vegetable soup,ビサヤの野菜スープ,
pinakbet,ceb,noun,food_veg_dishes,mixed vegetable with shrimp paste,海老味噌で炒めた野菜,
ginisang gulay,ceb,noun,food_veg_dishes,sauteed vegetables,野菜いため,
tortang talong,ceb,noun,food_veg_dishes,eggplant omelette,ナスのオムレツ,
laing,ceb,noun,food_veg_dishes,taro leaves in coconut milk,タロいもの葉のヤシミルク煮,
ginataang sitaw,ceb,noun,food_veg_dishes,string beans in coconut milk,インゲンのヤシミルク煮,
sinugbang bangus,ceb,noun,food_seafood_dishes,grilled milkfish,やきバングス,
kinilaw na isda,ceb,noun,food_seafood_dishes,raw fish in vinegar,魚のセビーチェ,
pritong tilapia,ceb,noun,food_seafood_dishes,fried tilapia,ティラピアの唐揚げ,
ginataang hipon,ceb,noun,food_seafood_dishes,shrimp in coconut milk,えびのヤシミルク煮,
sinugbang pusit,ceb,noun,food_seafood_dishes,grilled squid,イカのグリル,
tapsilog,ceb,noun,food_rice_staples,beef tapa with egg and garlic rice,タパシロッグ,
champorado,ceb,noun,food_rice_staples,chocolate rice porridge,チョコおかカ,
goto,ceb,noun,food_rice_staples,rice porridge with tripe,モツのお粥,
arroz caldo,ceb,noun,food_rice_staples,chicken rice porridge,チキンおかゆ,
barako coffee,ceb,noun,drinks_traditional,strong local coffee,地元の濃いコーヒー,
salabat,ceb,noun,drinks_traditional,ginger tea,生姜茶,
buko juice,ceb,noun,drinks_traditional,coconut water,ヤシの水,
samalamig,ceb,noun,drinks_traditional,sweet cold drink,甘い冷たい飲み物,
tsokolate,ceb,noun,drinks_modern,hot chocolate,ホットチョコレート,
softdrinks,ceb,noun,drinks_modern,soda / soft drink,ソーダ・清涼飲料,
iced tea,ceb,noun,drinks_modern,iced tea,アイスティー,
mineral water,ceb,noun,drinks_modern,bottled water,ミネラルウォーター,
energy drink,ceb,noun,drinks_modern,energy drink,エナジードリンク,
pabrika,ceb,noun,places_commercial,factory,工場,
bodega,ceb,noun,places_commercial,warehouse,倉庫,
salon,ceb,noun,places_commercial,salon / barbershop,サロン・理容店,
parkingan,ceb,noun,places_commercial,parking lot,駐車場,
konsulatso,ceb,noun,places_government,consulate,領事館,
embahada,ceb,noun,places_government,embassy,大使館,
barangay hall,ceb,noun,places_government,barangay hall local government,バランガイホール,
customs,ceb,noun,places_government,customs office,税関,
kagubatan,ceb,noun,places_nature_spots,deep forest,深林,
busay,ceb,noun,places_nature_spots,waterfall,滝,
lanaw,ceb,noun,places_nature_spots,lake,湖,
agianan,ceb,noun,places_nature_spots,trail / path,小道,
kusina,ceb,noun,places_home,kitchen,台所,
banyo,ceb,noun,places_home,bathroom,ふろ・トイレ,
kwarto,ceb,noun,places_home,bedroom,寝室,
sala,ceb,noun,places_home,living room,リビング,
balkonahe,ceb,noun,places_home,balcony,バルコニー,
ganghaan,ceb,noun,places_home,door / entrance,ドア・入り口,
bintana,ceb,noun,places_home,window,窓,
presyo,ceb,noun,verbs_trade,price,値段,
tawad,ceb,verb,verbs_trade,to bargain / haggle,値切る,
suhol,ceb,noun,verbs_trade,bribe / tip,賄賂・チップ,
hulog,ceb,noun,verbs_trade,installment payment,分割払い,
utang,ceb,noun,verbs_trade,debt,借金・借り,
balaod,ceb,noun,government_law,law,法律,
korte,ceb,noun,government_law,court,裁判所,
sentensya,ceb,noun,government_law,sentence / verdict,判決,
